name,stars,user_review
Palta Hass  Selección 115 g,1,La palta estaba verde y yo compre madura para consumir en el momento no la pude usar
Lechuga Crespa Unidad,1,No me llego
Mamón Formosa Brasil Mitad,1,Podrido
Palta Hass  Selección 115 g,1,Pedi paltas maduras y me enviaron inmaduras.
Palta Hass  Selección 115 g,1,Pedí palta madura. No se puede comer.
Guineo 2 lb,1,Aplastados
Cebolla Selección,1,No trajo cebolla
Cebolla Selección,1,Vino alginas podrias
Pera Williams Selección,1,Todas pasadas
Lechuga Capuchina,1,No llego
Papaya Huerto Urbano 1 Unidad,1,Estaba aplastada y con hongo
Palta Hass Chilena,1,La palta llegó madura
Ensalada Repollo Blanco Proverde 300 g,1,Vence en 2 días mas
Banana Ecuador Dole,1,No me llego
Banana Ecuador Dole,1,"Estaban pasadas, demasiado maduras."
Pollo Entero Fresco con Menudo 2.85 kg,1,"No era fresco, sino congelado."
Filet Congelado De Pechuga De Pollo 2 kg,1,Me faltaron productos
Pepino Selección 1 Unidad,1,Estaba en mal estado
Banana Premium Ecuador,1,Estaba muy verde
Banana Premium Ecuador,1,Omitieron
Naranja Ombligo Importada Egipto 1 Unidad,1,Sólo llegaron 2 unidades no 2 kilos como decía el precio
Palta Hass Chilena,1,Una palta venia con caca de pajaro y aplastada
Ensalada Dole Toscana 300 g,1,Mal estado
Bola De Lomo Al Vacío Novillo Feteada,1,"Malísima, llena de grasa, con olor y cortada en pedazos totalmente desparejos. No sirve ni para milanesa, ni bife nada"
Palta Hass  Selección 115 g,1,Pedi madura y me trajeron dos paltas dudas como piedra
Pechito De Cerdo,1,Sin frio menos de lo que pedi
Lechuga Criolla,1,vino podrida
Cuadril Feteado Santa Clara,1,Menos de la mitad del peso solicitado
Ciruela petaca Importada de 500 g,1,No están maduras cómo pensé
Papa Amarilla,1,Me cobraron de más y me enviaron menos peso
Manzana Red Elegida Gaucho,1,cambienmela! porque las bananas estaban relativamente bien pero no eran frescas porque estaban manchadas las peras diminutas y en partes sin cáscara y la manzanas parecían ciruelas y no eran de calida
Manzana Verde Premium Granny Smith 1 kg,1,"casi todas podridas, 1 sola vino bien, un desastre muy disconforme"
Naranja Jugo Selección 1 kg,1,El rider solicitó que saque el pedido de su mochila en vez de entregar él
Tomate Criollo Tomatoya 1 lb,1,Los tomates están verdes
Banana Ecuador Dole,1,No estaban
Carne Molida Tottus,1,No me trajeron Carne molida
Durazno Selección,1,Machacados y muy chiquitos.
Tomate Redondo Selección 500 g,1,En mal estado Super pasados
Carne De Res Molida Selecta Congelada (Carne & Co) 1 lb,1,Huele a podrido
Brocoli Fresco,1,No me lo entrego
Carne De Res Molida Selecta Congelada (Carne & Co) 1 lb,1,No es fresca
Papa Fisema En Trozos 400 g,1,No vinieron las papas
Limón Persa 1 lb,1,Sólo me mandó una libra
Muslo 1/4 Deshuesado Fresco Avicolas Del Oeste,1,"Olor feo la verdad, ya es la segunda vez que me pasa con el pollo. Que disgusto tirar comida !"
Tomate Redondo Selección,1,Tomate super verde
Muslo 1/4 Deshuesado Fresco Avicolas Del Oeste,1,Estaba en mal estado el pollo
Banana,1,Demasiado maduros casi ya dañsndosr
Filete Congelado Pollo Rico 2 lb,1,no me trajeron el pollo
Lechuga Romana Premium Fresh Empacada,1,Llego muy muy maltratada
Carne Vacuno Flat Iron Pimienta 0.65 a 1 KG,1,Cobraron 1 kilo y el paquete es mejor
Cebolla Roja Criolla,1,Dañadas! Horribles
Aguja Con Hueso El Mercado,1,No llego
Perejil 1 Atado,1,no mandaron el perejil
Filete Congelado Pollo Rico 2 lb,1,Están en mal estados
Fresas Saraza La Carreta 1 lb,1,Pedí las fresas más caras porque garantizan que son productos buenos pero esto es un chiste
Mandarina Criolla 0.5 lb,1,Me llego 1
Carre De Cerdo Al Vacío Para Milanesa Fresco,1,Está descongelado con olor a feo a pocos días de la fecha de vencimiento
Bife De Chorizo El Mercado,1,Casi la mitad es grasa.
Tomate Cherry 1 lb,1,No los recibí
Durazno Selección,1,Muy sucios
Pimenton amarillo 1 un Del Productor,1,Venía horrible
Fresas Alto Cultivo 400 g,1,Muy feas esas fresas y costosas
Tomate Perita 1 Libra,1,"Tomates verdes, nadie usa tomates verdes"
Papa,1,Viejas
Papas 2 lb,1,"Las papas estaban dañadas, podridas por dentro"
Lechuga Americana,1,La lechuga esta podrida por dentro
Lechuga Crespa,1,No pedí lechuga
Carne Molida Tottus,1,"Mala calidad carne con nervios y tendones, pastosa no la recomiendo"
Banana,1,Guineos no estaban en buen estado
Banana Premium Ecuador,1,Muy pasada no la pude comer
Carne Vacuno Flat Iron Pimienta 0.65 a 1 KG,1,"La carne viene descompuesta, necesito reembolso"
Arandanos Pote 125 G,1,Arándanos pasados
Papas Nacionales 0.5 lb,1,Les pedí 0.5lbx4 o sea 2 libras pero sólo me mandaron 4 papas
Papaya,1,Faltó la papaya
Filete Doña Francisca De Merluza Congelado 1 kg,1,NO VINO SIMPLEMENTE
Palta Hass Inmadura 1 Unidad,1,La plata está toda aplastada y los panes también
Pata De Pollo Cristal,1,No estaba en el pedido
Tomate Redondo Selección 500 g,1,Pasados
Zapallo Anco vivi En Rodajas 300 g,1,Estaba en mal estado (hongos visibles y partes podridas/pasadas)
Pollo Congelado Especial Sin Menudos,1,No es el peso que dice en la app
Kiwi Agro,1,Llego todo machacado
Sandía Personal Unidad,1,"En mal estado, estaba la sandia"
Kiwi Selección,1,No lo recibí
Filete Congelado Pollo Rico 2 lb,1,No me vino el producto 😞
Papa Clasificada 1 lb,1,"Mandaron papas Feas, negras y Grandes por ahorrarse tiempo y buscar bonitas x"
Kiwi Agro,1,Llegaron machucados
Papa Cepillada Selección  1 kg,1,Estaban pasadas de tiempo de maduración. Blandas y con mala consistencia para cocinar. No las use
Durazno Amarillo Selección,1,Nunca llegaron
Berenjena Negra Selección 1 Unidad,1,Chica y media vieja
Carne Picada Premium Congelada,1,Vino abierta
Tomate Redondo Selección 500 g,1,Todos verdes
Papines,1,No llegaron los papines!
Ensalada Gringa Sueño Verde 180 g,1,La lechuga esta fea
Palta Hass Inmadura 115 g,1,Durísima
Palta Hass  Selección 115 g,1,"La palta está durísima, no se puede comer, es una piedra la tuve que tirar"
Tomate Perita,1,No lo recubi
Limón,1,Mandaron fue limon chino negro y viejo
Manzana Gala Premium 1.5 kg,1,Arenosas. De premium no tienen nada
Palta Hass  Selección 115 g,1,Demaciado chica por el precio que tiene
Apio Entero 1 Unidad,1,Venía ya añejo
Plátano,1,Vienen todos molidos
Falda De Novillo,1,"Demasiada grasa, es incomible!"
Berenjena Negra Selección 1 Unidad,1,Una esta fea
Muslo 1/4 Deshuesado Fresco Avicolas Del Oeste,1,al otro dia ya estaba podrido
Tomate Redondo Selección 500 g,1,Uno estaba verde y los otros estaban muy blandos
Plátano,1,"Plátanos maduros , imposible de consumir."
Cebolla Amarilla Al Granel,1,"Fatal, no puedo creer que me enviaran dos cebollas podridas, que falta de atención al cliente"
Tomate Cherry Rojo Huella Natural,1,Podrido
Pollo Entero Fresco con Menudo 2.85 kg,1,Mal olor menos contenido neto
Chorizo Frescos La Divisa Copetin 400 g,1,Tenían olor raro
Ensalada Apio Media Luna Proverde 250 g,1,Apio quemado por el frio
Repollo Blanco x Unidad,1,Está podrido
Banana Premium Ecuador,1,"No las califico porque todavía no las probé, pero siempre son muy ricas"
Palta Hass  Selección 115 g,1,Pedí madura y me dieron una muy dura incomible
Papa,1,La papa vino toda humedad y fea!
Uva Rojas Sin Semilla Por Media Libra,1,Las uvas tenian semillas y estas aguadas y feas estaban como dañaditas
Palta Hass Inmadura 115 g,1,Me faltó el producto
Banana Premium Ecuador,1,Aplastadas y feas
Morrón Verde Selección,1,Esta en mal estado
Cebolla Selección 1 kg,1,Vino podrida la cebolla y el pollo mal olor
Ajo Gigante X 1 Unidad,1,Nunca lo mandaron y no me quieren hacer devolución
Manzana Roja Selección  500 g,1,Dañado
Papa Cepillada Selección  1 kg,1,No me mandaron todo lo que pedi
Tomate Redondo Selección 500 g,1,No lo recibí
Uva Verde Importada Sin semilla 1 lb,1,No me llegó las uvas 😠
Costilla Cerdo San Luis 2 A 3 Libras Aproximado 2 lb,1,No me enviaron lo que yo pedi
Zapallo Anco vivi En Rodajas 300 g,1,Rodajas muy finas parece fuambre
Filet Congelado De Pechuga De Pollo 2 kg,1,No llegó lo pedido
Zanahoria,1,La verdura en mal estado
Papa Cepillada Selección  1 kg,1,Pedí un kilo y me vino medio
Plátano,1,Los plátanos llegaron reventados y machucado en pésimas condiciones
Papaya,1,Esta verde y pequeñita
Palta Hass  Selección 115 g,1,no llego el producto
Pollo Entero Fresco con Menudo 2.85 kg,1,"Pollo congelado, no fresco. Lleno de hielo  Venía sin menudos"
Carne Vacuna Picada Común La Hacienda,1,.
Choclo Selección 1 Unidad,1,Vino medio choclo y en malas o Condiciones
Limón Persa Al Granel,1,Demasiado pequeña como miniatura y no más me llegaron la mitad de los productos que pedí malísima malísima ese súper
Tomate Perita,1,Los dos tomates estaban feos
Poroto Granado Del Productor 1 Kg,1,"Producto pesa menos de un kg, además al parecer tienen hongos"
Ciruela Roja,1,Reventadas
Limón x1Kg,1,Los limones están guardados. La prueba es que hay 3 limones del kilo que están picados y con hongo.
Carré De Cerdo Al Vacío Deshuesado Fresco,1,Me vino menos pesos no es un kilo
Tomate Redondo Selección 500 g,1,Los tomates están pasados!!!
Albahaca 1 Atado,1,"LLEGO NUY FEA, PARA LA BASURA."
Tomate Redondo Selección 500 g,1,podrido
Palta Hass  Selección 115 g,1,muy pequeñas
Paleta De Cerdo Sin Cuero,1,Mucha grasa
Papa Cepillada Selección  1 kg,1,Estaba en mal está
Durazno Amarillo Selección,1,"Todos marchitos, podridos, pasados"
Papa Cepillada Selección  1 kg,1,Había papas feas y picadas y pequeñas
Muslo 1/4 Deshuesado Fresco Avicolas Del Oeste,1,Está en mal estado
Acelga Paquete 1 Unidad,1,Me llegaron 2 paquetes de albahaca en vez de acelga 👎🏻
Papa Cepillada Selección  1 kg,1,No vino la papa
Pera Chica Comercial,1,Peras en un estado dudoso. Cáscara toda machacada marrón.
Durazno,1,Muy maduros
Pollo Entero Fresco con Menudo 2.85 kg,1,No venían los menudos y uno de los pollos con olor feo
Palta Hass Inmadura 1 Unidad,1,la plata estaba muy dura
Palta Hass  Selección 115 g,1,"Las pautas super duras , incomibles y super agrias"
Cebolla Selección 1 kg,1,Me faltó
Melón Blanco 1 Unidad,1,Estaba podrido
Cebolla Selección 1 kg,1,Llego rota la red
Palta Hass  Selección 115 g,1,la mitad de las paltas no están frescas para comer
Pollo Congelado Especial Sin Menudos,1,Pollo muy pequeño y lo dividieron en. 2 osea 2 pollos pichones
Durazno Amarillo Selección,1,Duraznos verdes
Tomate Redondo Selección 500 g,1,Tomate verde.
Masita De Costilla Congelada Nutriciosa Ahumada 453 g,1,No llego
Naranja para jugo,1,"Están secas, duras y algunas podridas"
Papa,1,Horribles
Tomate Redondo Selección 500 g,1,Vinieron todos los tomates verdes
Vacio De Cerdo Fresco,1,Mal olor
Kiwi,1,Golpeados
Palta Hass  Selección 115 g,1,faltaron 3 paltas que si pagamos
Banana Premium Ecuador,1,Me Enviaron menos de 1 kilo
Cebolla,1,Llegaron cebollas podridas
Pechito De Cerdo Fresco Al Vacío,1,Quisiera la devolución de lo que aboné ya que no llego nada de lo seleccionado en mi pedido.
Berenjena Selección,1,En horrible estado
Manzana Roja Selección  500 g,1,Verdes
Durazno,1,"Están negros por dentro, supongo que quemados por estar en el frio"
Aguacate Importado Por Media Libra,1,No vino
Papa Clasificada 1 lb,1,No llego
Carne Vacuno Huachalomo Importado 550 g,1,Carne en mal estado.
Tomate Redondo Selección 500 g,1,Verdes incomibles
Uvas Blanca Bandeja 500 g,1,Podridas
Carré De Cerdo Deshuesado Fresco Al Vacío,1,Me mandaron un pedacito de carne
Palta Hass  Selección 115 g,1,Yo lo compre para poderlo comer en el momento y aún no está maduro.
Naranja para jugo,1,Son viejas y están semi secas. De naranjas para jugo NO TIENEN NADA.
Papa Cepillada Selección  1 kg,1,No vino
Pepino,1,No es el pepino de la foto
Ajo Pelado,1,Está podrido
Cebolla Puerro Sin Marca 1 Unidad,1,No llego el pedido
Limón Persa 1 lb,1,. MUy poco
Bondiola Feteada Santa Clara,1,Falta casi la mitad
Berenjena Selección,1,"Feas, podridas"
Muslo 1/4 Deshuesado Fresco Avicolas Del Oeste,1,"El pollo tenía gustó feo aún luego de cocido, por favor tener en cuenta para la venta de ese artículo. Venía en bandeja tenía un olor raro, no se pudo comer"
Palta Hass  Selección 115 g,1,Pedí las paltas de selección y me llegaron las que les faltaba madurar. Están todas duras
Plátano Maduro,1,Chimbo eso que me mandaron
Palta Hass  Selección 115 g,1,Están duras . Incomibles
Frutilla Dole En Cubeta 500 g,1,"Pésimas estaban todas feas, ensima haces el reclamo y te dicen que van a evaluarlo por que  ya realizaste anteriormente quejas, parece que tenes que conservar todo lo feo que te envian"
Carré De Cerdo Deshuesado Fresco Al Vacío,1,El peso decía 1200 aprox. Y me mandan uno que pesa 700gr.  Me arruinaron la cena
Banana Premium Ecuador,1,Me cobraron $4042 algo que en su precio dice $1100
Pollo Congelado Especial Sin Menudos,1,"Pollo muy pequeño,no lo q promocionan, pedí un kilo de muslos, me mandaron una pechuga"
Bondiola De Cerdo Fresca Al Vacío,1,Estaba fuera de estado la tuve que tirar
Repollo Blanco x Unidad,1,Podrido
Durazno Amarillo Selección,1,Llegaron todos aplastados!! Un desastre!!!
Banana Premium Ecuador,1,Están todas verdes
Ciruela Seleccionada,1,Aplastadas
Durazno Amarillo Selección,1,Vinieron podridos y feos
Pollo Congelado Especial Sin Menudos,1,Vino con menudo
Bondiola Feteada Santa Clara,1,"Pedí dos me trajeron una, no me alcanzo para cocinar"
Uva Verde Sin Semilla 0.5 lb,1,No está fresco el Producto
Durazno Amarillo Selección,1,Incomibles por lo duro y sin gusto
Bife De Chorizo El Mercado,1,me trajeron otro pedido
Palta Hass  Selección 115 g,1,No califica como madura
Banana Premium Ecuador,1,No me la entregaron
Zanahoria Selección,1,La mayoría negras
Banana Premium Ecuador,1,Verdes
Durazno Amarillo Selección,1,"De frescos nada, duros y verdes"
Banana Premium Ecuador,1,Vino con toda la cáscara cortada...
Durazno,1,Bastante machucados
Ají Rocoto Unidad,1,Llegó malogrado
Pelon A Mano 600gr,1,"Vinieron 4 pelones , la mitad"
Yuca 2 Libras,1,"La yuca salió toda mala  negra por dentro y por fuera, producto totalmente de pésima  calidad"
Naranja Ombligo Importada Egipto 1 Unidad,1,Secas y feo gusto
Carne de Res Molida Premium 95/5 1 lb,1,Mal olor
Carne Picada Premium,1,Faltaron cosas pero por lo menos vino algo
Bolsa De Tomate Saladette Ecologic Hidropónico,1,"No recibí el tomate, que paso? Como hago mi almuerzo, porque si hasta propina doy"
Pera Chica Comercial,1,Varias vinieron machucadas
Pera Chica Comercial,1,Inmadura
Morcilla Bombon Fresca Al Vacío Cabaña Argentina 400 g,1,Es otra marca
Muslo 1/4 En Bandeja Tres Arroyos,1,No vino
Fresas 1 lb,1,La mayoría iba podrida y golpeada
Manzana Verde En Bolsa Por Media Libra,1,No me llegaron
Lechuga Hoja De Roble Verde Hidroponica Pura Hoja 1Un,1,Xarne enmal eztado
Tomate Americano,1,No llego
Zanahoria Selección 500 g,1,Zanahorias feas
Pera Williams Selección,1,Sin sabor... no sé pq ponen selección 😪
Naranja Ombligo Importada Egipto 1 Unidad,1,De un kilo de naranjas que pedí dolo llego una unidad??
Tomate Americano,1,Me llegaron 2 productos de 4
Carré De Cerdo Al Vacío Deshuesado Fresco,1,Me cobraron 1kilo y medio y solo medio
Tapa De Asado Al Vacío Novillo Fresca,1,"La tapa de asado fue de lo peor que me ha tocado. Muy dura,  incomible realmente. Fue una pérdida de dinero porque no pudimos salvar ni un bocado."
Vacio De Cerdo Fresco,1,No me llego el vacío de cerdo qué pedi
Cuadrada Feteada Fresca Al Vacío Novillo,1,Dura y demasiada sangre en el paquete. Las termine tirando
Mandarina Del Productor 1 kg,1,"Están horribles, super feas y se notan viejas"
Higado,1,No vino.
Lechuga Crespa 1 Unidad,1,Aplastada y en mal estado
Banano Criollo Unidad,1,Lo pusieron el la misma bolsa con un melón y viene deshecho
Papa Souflé Malla Randu 1 kg,1,Las papas super pequeñas
Alitas De Pollo Miranda Bbq,1,No llegó lo que era
Carne Picada Congelada Swift 1 kg,1,No vino
Roast Beef Fresco Al Vacío Novillo,1,"Era pura grasa, con el precio que tiene una vergüenza"
Bisteck De Tapa Nacional,1,No fue lo que pedi
Fresas Bandeja 500 Gr.,1,Todas las fresas de abajo podridas
Arándanos Premium 500 g,1,El precio Enel app era 12.90 y me han cobrado 19 soles
Aguacate Fruta Grande 1 Unidad,1,"Aguacates re maduros , aguados totalmente"
Chuleta De Cerdo Del Corral Popular (De 0.5 lb a 1.20 lb),1,Muy pequeña
Cebolla,1,Vino el pedido incompleto
Cuadrada Feteada Fresca Al Vacío Novillo,1,El peso dice 936 gramos y en realidad pesa 724 gramos
Pera Chica Comercial,1,Súper inmaduro
Zanahoria,1,Todas para tirar
Papa Cepillada Selección  1 kg,1,Muy chicas parecen de juguete
Pera Williams Selección,1,Aplastadas y 3 de 4 muy maduras
Lechuga Lollo Bionda Hidroponica 1 Un Punto Azul,1,"Pésimo, lechugas en mal estado , viejas y podridas. De 3 lechugas creo que me rindió 1. Pesimo"
Tomate Cherry  X 280 G Alfresco,1,Varios tomates estaban pasados y otros muy verdes
Cebolla Selección,1,Tenía olor agrio
Auyama Aproximadamente 1 lb,1,Me mandaron una auyama que era solamente la cáscara y dañada.
Palta,1,Le falta madurar
Zapallo Anco vivi En Rodajas 300 g,1,Está blanco en mal estado
Papa Cepillada Selección  1 kg,1,Habían papas en mal estado
Ají Rocoto Unidad,1,vino uno podrido
Cebolla Selección,1,podridas.
Zapallito Largo,1,Machucado
Roast Beef Fresca Al Vacío Novillo,1,Desde las 12 del mediodía lo pedí y llegó 12:57 llegó su primer día tarde al colegio mi hijo muy mal
Sandia Baby,1,Estaba fea!! Al abrirla tiene un color casi violeta y de sabor no esta bien
Tomate Riñón Baby Malla 1 kg,1,Estaban todos verdes
Carne Molida Especial Finca San Lorenzo Congelada 1 kg,1,Me enviaron lo que no era
Suprema Fresca En Bandeja Tres Arroyos,1,Olor agrio ácido
Zapallito Redondo Selección,1,Muy deteriorados
Carne Picada Premium Congelada,1,No compren es una bola de hielo no es carne
Zanahoria Selección 500 g,1,Todas podridas
Ensalada De Lechuga Tomate Cherry Y Zanahoria 200 g,1,Un desastre lo q enviaron! La foto era una bandeja de ensalada y encargué 2 bandejas y mandaron 3 tomates cherry
Cebolla Selección 1 kg,1,No me llegó
Carré De Cerdo Deshuesado Fresco Al Vacío,1,Esto no es fresco
Naranja Ombligo Importada Egipto 1 Unidad,1,No sirven están secas
Jamón Fresco Al Vacío,1,No vino
Morrón Rojo,1,Todo arrugado y viejo
Tomate Redondo 1 lb,1,El tomate llego dañado
Uva Blanca,1,Muy mal aspecto y varias malas y marchitas
Cebolla Selección,1,se pasaron un poquito…
Tomate Cherry A Mano En Petaca,1,Mas de la mitad de los tomates estaban feos
Perejil Atado 75 g,1,No vino
Tomate Cherry A Mano En Petaca,1,Están agrios y tiene mal color
Cebolla Selección,1,La cebolla podrida
Zanahoria,1,Nunca llego
Mano De Banano Maduro Exportación 1 kg,1,Dañado
Cuarto Trasero De Pollo Fresco Al Vacío,1,Llego en mal estado con olor a podrido
